"participantId","householdSize","haveKids","age","educationLevel","interestGroup","joviality","Education","Food","Recreation","Shelter","Wage","RentAdjustment","Cost_of_living","Total_Income","Total_Savings"
311,"3",TRUE,45,"HighSchoolOrCollege","D",0.699020662,-1184.86568005,-3328.380215231,-6699.269528545,-8984.8948683,28099.0497574362,0,-20197.410292126,28099.0497574362,7901.6394653102
312,"3",TRUE,42,"HighSchoolOrCollege","A",0.260798961,-494.06993415,-3517.771977499,-1456.414976201,-8569.1758516,50797.658438392,0,-14037.43273945,50797.658438392,36760.225698942
313,"3",TRUE,55,"Low","I",0.093271632,-951.57207795,-3610.323089271,-490.464265066,-8569.1758516,35350.419373273,0,-13621.535283887,35350.419373273,21728.884089386
314,"3",TRUE,20,"HighSchoolOrCollege","H",0.633335142,-1184.86568005,-5306.590310703,-6364.328604152,-8649.6375966,45513.416379714,0,-21505.422191505,45513.416379714,24007.994188209
315,"3",TRUE,25,"Graduate","B",0.287666416,-951.57207795,-3190.498739492,-4592.807147635,-8569.1758516,101043.28804042,0,-17304.053816677,101043.28804042,83739.234223743
316,"3",TRUE,34,"HighSchoolOrCollege","H",0.175386489,-494.06993415,-3118.825971363,-4258.903473573,-8569.1758516,49784.7988151165,0,-16440.975230686,49784.7988151165,33343.8235844305
317,"3",TRUE,52,"Low","G",0.494087429,-1184.86568005,-3535.399905069,-5062.05713461,-8683.1633239,33512.148822059,0,-18465.486043629,33512.148822059,15046.66277843
318,"3",TRUE,55,"HighSchoolOrCollege","F",0.473772081,-1184.86568005,-3240.684792025,-5857.73691262,-8817.2662318,44769.157722995,0,-19100.553616495,44769.157722995,25668.6041065
319,"3",TRUE,32,"Low","B",0.253614379,-494.06993415,-3564.372699885,-4335.314242,-8569.1758516,32772.558899705,0,-16962.932727635,32772.558899705,15809.62617207
320,"3",TRUE,53,"Bachelors","G",0.477539156,-494.06993415,-3832.752971632,-6089.523400133,-8817.2662318,78723.9784613454,0,-19233.612537715,78723.9784613454,59490.3659236304
321,"3",TRUE,18,"Graduate","F",0.842877969,-1184.86568005,-6445.445479083,-8484.062472917,-14147.85684,62025.58966754,0,-30262.23047205,62025.58966754,31763.35919549
322,"3",TRUE,59,"HighSchoolOrCollege","I",0.650831243,-1184.86568005,-3449.935239404,-6948.489350207,-8984.8948683,43715.0611481,0,-20568.185137961,43715.0611481,23146.876010139
323,"3",TRUE,31,"Graduate","B",0.757226712,-1184.86568005,-4909.582530274,-6969.944707936,-19490.297164,77344.150202972,0,-32554.69008226,77344.150202972,44789.460120712
324,"3",TRUE,48,"HighSchoolOrCollege","C",0.122182828,-951.57207795,-3574.334161222,-3531.529409634,-8569.1758516,49211.791852763,0,-16626.611500406,49211.791852763,32585.180352357
325,"3",TRUE,19,"HighSchoolOrCollege","I",0.480441948,-1184.86568005,-3166.162066161,-4502.655321185,-9180.132377,43882.65403071,0,-18033.815444396,43882.65403071,25848.838586314
326,"3",TRUE,24,"Bachelors","F",0.654885921,-1184.86568005,-5314.153156853,-5134.451944958,-9180.132377,75631.98926598,0,-20813.603158861,75631.98926598,54818.386107119
327,"2",FALSE,55,"HighSchoolOrCollege","C",0.228872071,0,-3594.740021678,-1322.478809346,-8569.1758516,49784.401511047,0,-13486.394682624,49784.401511047,36298.006828423
328,"2",FALSE,51,"Low","H",0.346047608,0,-4992.91443393,-1739.794679009,-9180.132377,31719.821703419,0,-15912.841489939,31719.821703419,15806.98021348
329,"2",FALSE,53,"Bachelors","J",0.085267909,0,-3501.089696918,-813.809204965,-8593.7999199,87852.14206715,0,-12908.698821783,87852.14206715,74943.443245367
330,"2",FALSE,25,"Graduate","G",0.7738118,0,-3444.270611782,-6261.793814017,-10795.2841321,39761.183724598,0,-20501.348557899,39761.183724598,19259.835166699
331,"2",FALSE,18,"Graduate","G",0.417763616,0,-4906.363602576,-3196.452416471,-9180.132377,83334.95157035,0,-17282.948396047,83334.95157035,66052.003174303
332,"2",FALSE,23,"Bachelors","H",0.323175901,0,-3517.094879374,-3841.465037261,-8593.7999199,86459.6406811033,0,-15952.359836535,86459.6406811033,70507.2808445683
333,"2",FALSE,37,"Bachelors","G",0.299174844,0,-3504.997801468,-1723.961815385,-8593.7999199,85072.65936215,0,-13822.759536753,85072.65936215,71249.899825397
334,"2",FALSE,22,"Bachelors","J",0.103185768,0,-3320.51838924,-3619.925691842,-8604.3730643,83599.2081175059,0,-15544.817145382,83599.2081175059,68054.3909721239
335,"2",FALSE,47,"Graduate","H",0.328727521,0,-3333.227159545,-4879.728444378,-8604.3730643,99389.5753990459,0,-16817.328668223,99389.5753990459,82572.2467308229
336,"2",FALSE,56,"Graduate","G",0.600454813,0,-5307.75013677,-4934.365825722,-9222.4371343,77341.592035229,0,-19464.553096792,77341.592035229,57877.038938437
337,"2",FALSE,58,"Graduate","B",0.108965479,0,-3276.025620489,-4300.151092729,-8792.3314726,99629.34489156,0,-16368.508185818,99629.34489156,83260.836705742
338,"2",FALSE,52,"HighSchoolOrCollege","H",0.713809975,0,-3603.93415282,-8498.938528441,-9353.677866,28669.8499473555,0,-21456.550547261,28669.8499473555,7213.2994000945
339,"2",FALSE,29,"Bachelors","H",0.21098913,0,-3611.469490589,-1544.441256028,-8792.3314726,83108.710846495,0,-13948.242219217,83108.710846495,69160.468627278
340,"2",FALSE,33,"Graduate","E",0.034283769,0,-4229.603507336,-3605.586956589,-8792.3314726,97771.36044567,0,-16627.521936525,97771.36044567,81143.838509145
341,"2",FALSE,34,"HighSchoolOrCollege","G",0.227355255,0,-3450.96559648,-5015.708622792,-8792.3314726,48167.68332611,0,-17259.005691872,48167.68332611,30908.677634238
342,"2",FALSE,43,"HighSchoolOrCollege","E",0.584828154,0,-4952.18223721,-4319.814590112,-9222.4371343,43188.9402287748,0,-18494.433961622,43188.9402287748,24694.5062671528
343,"2",FALSE,42,"Bachelors","C",0.029688855,0,-3025.769175652,-3676.351689852,-8792.3314726,79183.1136664,0,-15494.452338104,79183.1136664,63688.661328296
344,"2",FALSE,41,"HighSchoolOrCollege","D",0.025541228,0,-3330.342885559,-3023.810805818,-8792.3314726,47433.8490590962,0,-15146.485163977,47433.8490590962,32287.3638951192
345,"2",FALSE,36,"Bachelors","E",0.464569175,0,-5319.429350753,-4826.384272627,-9222.4371343,74556.71963191,0,-19368.25075768,74556.71963191,55188.46887423
346,"2",FALSE,55,"Low","J",0.70462894,0,-42.95615976,0,0,2098.358446867,0,-42.95615976,2098.358446867,2055.402287107
347,"2",FALSE,30,"Bachelors","D",0.270904553,0,-3577.065342107,-3809.948314385,-8792.3314726,79507.40844161,0,-16179.345129092,79507.40844161,63328.063312518
348,"2",FALSE,43,"HighSchoolOrCollege","A",0.573738776,0,-4956.893237788,-5128.506569551,-9264.7418929,42510.856838143,0,-19350.141700239,42510.856838143,23160.715137904
349,"2",FALSE,19,"HighSchoolOrCollege","B",0.51011746,0,-4888.273597802,-4395.982397989,-9307.0466502,41441.4442453,0,-18591.302645991,41441.4442453,22850.141599309
350,"2",FALSE,38,"Graduate","I",0.517999111,0,-5054.258400772,-4705.468973632,-9307.0466502,75353.85798632,0,-19066.774024604,75353.85798632,56287.083961716
351,"2",FALSE,59,"Bachelors","E",0.269322751,0,-3071.116035386,-4841.972566368,-8792.3314726,75239.559263183,0,-16705.420074354,75239.559263183,58534.139188829
352,"2",FALSE,29,"HighSchoolOrCollege","C",0.788841177,0,-74.546927686,0,0,2484.258775168,0,-74.546927686,2484.258775168,2409.711847482
353,"2",FALSE,34,"Low","E",0.34088384,0,-5311.791958567,-3683.984794525,-9307.0466502,30900.885927689,0,-18302.823403292,30900.885927689,12598.062524397
354,"2",FALSE,60,"Low","C",0.21035075,0,-3513.48726196,-3107.005443937,-8792.3314726,32610.114353555,0,-15412.824178497,32610.114353555,17197.290175058
355,"2",FALSE,38,"Graduate","J",0.735837586,0,-4733.738672299,-6825.380617206,-14147.85684,68581.981927346,0,-25706.976129505,68581.981927346,42875.005797841
356,"2",FALSE,31,"HighSchoolOrCollege","C",0.686094014,0,-64.510046791,0,0,2431.87326613,0,-64.510046791,2431.87326613,2367.363219339
357,"2",FALSE,40,"Graduate","B",0.536520661,0,-4788.988687392,-4781.330761995,-9349.3514075,73541.3394541755,0,-18919.670856887,73541.3394541755,54621.6685972885
358,"2",FALSE,36,"HighSchoolOrCollege","F",0.969014671,0,-5543.960481494,-8705.737725392,-10694.7069515,30558.398801087,0,-24944.405158386,30558.398801087,5613.993642701
359,"2",FALSE,43,"HighSchoolOrCollege","H",0.757990018,0,-5459.594184989,-8462.286626725,-9588.3579558,30320.4068256,0,-23510.238767514,30320.4068256,6810.168058086
360,"2",FALSE,32,"HighSchoolOrCollege","H",0.41088011,0,-3217.855427484,-7045.729410323,-9349.3514075,42130.73113172,0,-19612.936245307,42130.73113172,22517.794886413
361,"2",FALSE,32,"Low","F",0.299050559,0,-4241.139836467,-4568.411350826,-8805.94429,32265.073208853,0,-17615.495477293,32265.073208853,14649.57773156
362,"2",FALSE,28,"HighSchoolOrCollege","D",0.753234813,0,-4212.354073932,-7386.103957925,-12987.5605522,37644.094104479,0,-24586.018584057,37644.094104479,13058.075520422
363,"2",FALSE,49,"Graduate","G",0.404476978,0,-3619.300375873,-3503.63340687,-9353.677866,69665.491495151,0,-16476.611648743,69665.491495151,53188.879846408
364,"2",FALSE,19,"HighSchoolOrCollege","J",0.253379525,0,-3142.904481434,-1951.142515543,-8805.94429,47595.721067385,0,-13899.991286977,47595.721067385,33695.729780408
365,"2",FALSE,20,"Low","G",0.438986616,0,-3632.780676709,-5153.736395555,-9353.677866,29887.957269303,0,-18140.194938264,29887.957269303,11747.762331039
366,"2",FALSE,39,"HighSchoolOrCollege","H",0.138808298,0,-3478.249700323,-2732.728551918,-8805.94429,47302.284773452,0,-15016.922542241,47302.284773452,32285.362231211
367,"2",FALSE,29,"HighSchoolOrCollege","B",0.13664462,0,-3160.99168251,-4775.119295961,-8805.94429,47258.22958601,0,-16742.055268471,47258.22958601,30516.174317539
368,"2",FALSE,20,"Graduate","D",0.039923482,0,-3617.464948645,-3765.816001595,-8919.2814672,97778.28389008,0,-16302.56241744,97778.28389008,81475.72147264
369,"2",FALSE,54,"HighSchoolOrCollege","I",0.139040705,0,-3320.69045353,-3185.240670037,-8919.2814672,46784.430995241,0,-15425.212590767,46784.430995241,31359.218404474
370,"2",FALSE,33,"Bachelors","J",0.70247421,0,-3882.907620125,-7313.251794885,-14147.85684,63538.602871456,0,-25344.01625501,63538.602871456,38194.586616446
371,"2",FALSE,38,"HighSchoolOrCollege","E",0.371688755,0,-4638.087208214,-6099.603149996,-9353.677866,40343.17191504,0,-20091.36822421,40343.17191504,20251.80369083
372,"2",FALSE,18,"Bachelors","A",0.986983183,0,-4935.303524621,-7369.291727788,-13186.8714145,42312.162322173,3232.28137191,-25491.466666909,45544.443694083,20052.977027174
373,"2",FALSE,38,"Graduate","B",0.979407864,0,-3876.490893546,-7003.345005687,-13387.307934,54405.6291742543,0,-24267.143833233,54405.6291742543,30138.4853410213
374,"2",FALSE,57,"HighSchoolOrCollege","F",0.85417223,0,-3688.298789766,-8168.254508719,-10091.2438627,31096.9894021264,0,-21947.797161185,31096.9894021264,9149.1922409414
375,"2",FALSE,34,"HighSchoolOrCollege","D",0.184734538,0,-2862.652496723,-5145.231380725,-9023.0312276,45771.455314681,0,-17030.915105048,45771.455314681,28740.540209633
376,"2",FALSE,19,"HighSchoolOrCollege","F",0.141162784,0,-4168.936355553,-5128.349940102,-9023.0312276,45715.2763294,0,-18320.317523255,45715.2763294,27394.958806145
377,"2",FALSE,30,"Graduate","G",0.035335186,0,-3578.084325987,-181.28527506,-9023.0312276,95137.3740849,0,-12782.400828647,95137.3740849,82354.973256253
378,"2",FALSE,60,"HighSchoolOrCollege","C",0.991810222,0,-5220.317375334,-7498.649254635,-12917.0615548,36653.062300991,0,-25636.028184769,36653.062300991,11017.034116222
379,"2",FALSE,38,"HighSchoolOrCollege","F",0.061959185,0,-3624.010079724,-452.1237442,-9037.0331545,45988.855305535,0,-13113.166978424,45988.855305535,32875.688327111
380,"2",FALSE,38,"HighSchoolOrCollege","C",0.690118062,0,-74.927829539,0,0,2444.933838877,0,-74.927829539,2444.933838877,2370.006009338
381,"2",FALSE,59,"HighSchoolOrCollege","A",0.621188126,0,-5131.625141935,-5803.762482414,-9353.677866,38658.41662743,0,-20289.065490349,38658.41662743,18369.351137081
382,"2",FALSE,43,"HighSchoolOrCollege","H",0.964579432,0,-46.528926439,0,0,2343.2722319422,0,-46.528926439,2343.2722319422,2296.7433055032
383,"2",FALSE,23,"HighSchoolOrCollege","J",0.694582993,0,-42.5885856,0,0,2588.6089813313,0,-42.5885856,2588.6089813313,2546.0203957313
384,"2",FALSE,39,"HighSchoolOrCollege","G",0.949906952,0,-55.13869683,0,0,2445.6266134,0,-55.13869683,2445.6266134,2390.48791657
385,"2",FALSE,19,"HighSchoolOrCollege","F",0.569018722,0,-5339.32792684,-5228.919421127,-9391.6561648,38460.349907275,0,-19959.903512767,38460.349907275,18500.446394508
386,"2",FALSE,39,"Graduate","H",0.479804894,0,-3754.762915911,-6173.250135062,-9588.3579558,67775.350258708,0,-19516.371006773,67775.350258708,48258.979251935
387,"2",FALSE,58,"HighSchoolOrCollege","G",0.401545108,0,-3687.718093508,-5490.548557237,-9588.3579558,38090.083190474,0,-18766.624606545,38090.083190474,19323.458583929
388,"2",FALSE,48,"Graduate","A",0.687759804,0,-5469.517743681,-8806.294140537,-12987.5605522,53700.536728515,0,-27263.372436418,53700.536728515,26437.164292097
389,"2",FALSE,52,"Graduate","J",0.596117189,0,-3574.819632378,-5534.657180465,-9645.4847099,61183.964343374,0,-18754.961522743,61183.964343374,42429.002820631
390,"2",FALSE,31,"Bachelors","J",0.76530714,0,-3390.099276968,-6963.765227739,-13622.131913,40286.399135326,0,-23975.996417707,40286.399135326,16310.402717619
391,"2",FALSE,42,"Low","G",0.140477262,0,-3557.558719126,-1601.380820358,-9104.1296918,32329.066003267,0,-14263.069231284,32329.066003267,18065.996771983
392,"2",FALSE,43,"HighSchoolOrCollege","J",0.848830989,0,-75.648816194,0,0,2690.696394439,0,-75.648816194,2690.696394439,2615.047578245
393,"2",FALSE,26,"HighSchoolOrCollege","G",0.909124868,0,-3829.036953748,-6704.151320596,-12479.903462,35165.721998689,0,-23013.091736344,35165.721998689,12152.630262345
394,"2",FALSE,54,"HighSchoolOrCollege","A",0.52722067,0,-3328.887017421,-5667.279739643,-9645.4847099,38182.939027116,0,-18641.651466964,38182.939027116,19541.287560152
395,"2",FALSE,54,"Graduate","G",0.675097131,0,-6748.643958814,-6085.127583204,-12873.8792143,47366.557237422,0,-25707.650756318,47366.557237422,21658.906481104
396,"2",FALSE,41,"Bachelors","G",0.364809779,0,-3437.721077206,-6020.49734259,-9655.4094104,68890.742859625,0,-19113.627830196,68890.742859625,49777.115029429
397,"2",FALSE,60,"HighSchoolOrCollege","H",0.396967817,0,-5081.371736831,-4240.955457756,-9687.7894672,38604.313800579,0,-19010.116661787,38604.313800579,19594.197138792
398,"2",FALSE,53,"Bachelors","I",0.963462391,0,-3887.464595493,-7617.314788743,-14341.376322,47889.854689395,0,-25846.155706236,47889.854689395,22043.698983159
399,"2",FALSE,33,"HighSchoolOrCollege","J",0.082643442,0,-3480.911391761,-5778.132709532,-9104.1296918,45215.049533455,0,-18363.173793093,45215.049533455,26851.875740362
400,"2",FALSE,36,"HighSchoolOrCollege","F",0.512379139,0,-5257.334614725,-6815.007063116,-9890.0895002,37631.698924586,0,-21962.431178041,37631.698924586,15669.267746545
401,"2",FALSE,47,"HighSchoolOrCollege","J",0.264710804,0,-3226.980692563,-4295.222371973,-9104.1296918,45338.111452312,0,-16626.332756336,45338.111452312,28711.778695976
402,"2",FALSE,24,"HighSchoolOrCollege","J",0.674497947,0,-5075.728109267,-6880.076438698,-9104.1296918,26358.933192438,0,-21059.934239765,26358.933192438,5298.998952673
403,"2",FALSE,44,"Bachelors","J",0.884407261,0,-5187.453128378,-6319.94238092,-12318.2589744,41961.737252925,2430.32016142,-23825.654483698,44392.057414345,20566.402930647
404,"2",FALSE,58,"Low","I",0.230962551,0,-3361.26294758,-2862.168369713,-9104.1296918,30796.077168221,0,-15327.561009093,30796.077168221,15468.516159128
405,"2",FALSE,25,"HighSchoolOrCollege","D",0.617829242,0,-3719.432498035,-6193.55498339,-9899.313255,37983.367434764,0,-19812.300736425,37983.367434764,18171.066698339
406,"2",FALSE,24,"HighSchoolOrCollege","H",0.801609951,0,-73.507406594,0,0,2476.094097097,0,-73.507406594,2476.094097097,2402.586690503
407,"2",FALSE,20,"HighSchoolOrCollege","A",0.686077576,0,-53.073775547,0,0,2626.114368655,0,-53.073775547,2626.114368655,2573.040593108
408,"2",FALSE,33,"Bachelors","H",0.794096009,0,-5191.027175092,-7998.601923997,-10315.9421768,32495.47854457,0,-23505.571275889,32495.47854457,8989.907268681
409,"2",FALSE,18,"Graduate","H",0.645271398,0,-5055.411723095,-6255.061864564,-9899.313255,56031.059744463,0,-21209.786842659,56031.059744463,34821.272901804
410,"2",FALSE,42,"HighSchoolOrCollege","B",0.175733331,0,-3536.678213613,-4511.793677437,-9123.5497639,45405.0860856601,0,-17172.02165495,45405.0860856601,28233.0644307101
411,"2",FALSE,21,"HighSchoolOrCollege","I",0.507728111,0,-4896.419733205,-5234.507763908,-9899.313255,37911.11642581,0,-20030.240752113,37911.11642581,17880.875673697
412,"2",FALSE,58,"HighSchoolOrCollege","A",0.662852559,0,-3802.726165914,-8229.317772188,-9166.273922,26407.9763802228,0,-21198.317860102,26407.9763802228,5209.6585201208
413,"2",FALSE,56,"Graduate","D",0.106292289,0,-4178.264323205,-4561.003380384,-9149.3804662,93548.2964450666,0,-17888.648169789,93548.2964450666,75659.6482752776
414,"2",FALSE,24,"HighSchoolOrCollege","G",0.171319189,0,-3861.27380087,-5167.051497502,-9149.3804662,44726.72414909,0,-18177.705764572,44726.72414909,26549.018384518
415,"2",FALSE,18,"HighSchoolOrCollege","I",0.128459971,0,-3620.612487268,-2486.560768672,-9149.3804662,44994.004013945,0,-15256.55372214,44994.004013945,29737.450291805
416,"2",FALSE,30,"Bachelors","G",0.370202736,0,-5094.125854281,-4035.451197065,-9899.313255,68784.56362767,0,-19028.890306346,68784.56362767,49755.673321324
417,"2",FALSE,38,"HighSchoolOrCollege","G",0.695894652,0,-5026.360665958,-6485.511501781,-10795.2841321,33213.891948946,0,-22307.156299839,33213.891948946,10906.735649107
418,"2",FALSE,44,"HighSchoolOrCollege","E",0.976850716,0,-3635.246671174,-8584.101209358,-10343.690357,37075.34984756,0,-22563.038237532,37075.34984756,14512.311610028
419,"2",FALSE,36,"Low","A",0.622118277,0,-4709.309461815,-8255.798590364,-9228.4181522,29345.657074397,0,-22193.526204379,29345.657074397,7152.130870018
420,"1",FALSE,55,"HighSchoolOrCollege","G",0.085672033,0,-3221.642735471,-71.262902267,-5209.7122311,44551.0574140164,0,-8502.617868838,44551.0574140164,36048.4395451784
421,"1",FALSE,38,"Bachelors","A",0.517662469,0,-3595.769568691,-5091.370160851,-4590.0661885,67638.598084037,0,-13277.205918042,67638.598084037,54361.392165995
422,"1",FALSE,27,"Graduate","D",0.647441392,0,-5374.252969518,-4121.754485322,-4632.3709458,51649.626664715,0,-14128.37840064,51649.626664715,37521.248264075
423,"1",FALSE,53,"HighSchoolOrCollege","I",0.132465984,0,-3522.000089206,0,-4918.9065481,44113.858427691,122.97266371,-8440.906637306,44236.831091401,35795.924454095
424,"1",FALSE,49,"HighSchoolOrCollege","D",0.723576465,0,-4853.908716622,-7178.502120624,-6895.6754724,23007.0088569,0,-18928.086309646,23007.0088569,4078.922547254
425,"1",FALSE,33,"HighSchoolOrCollege","E",0.334417031,0,-5136.344837938,-3940.258152745,-4632.3709458,37402.545838264,0,-13708.973936483,37402.545838264,23693.571901781
426,"1",FALSE,41,"Graduate","G",0.469702696,0,-5371.593904683,-3610.113117407,-4822.7423543,48272.287174272,0,-13804.44937639,48272.287174272,34467.837797882
427,"1",FALSE,37,"Bachelors","H",0.916735753,0,-4680.953799458,-8050.38409274,-5605.3803689,57171.5584840051,0,-18336.718261098,57171.5584840051,38834.8402229071
428,"1",FALSE,44,"HighSchoolOrCollege","G",0.09631243,0,-3530.150888845,-26.791341406,-4795.9338843,44052.923051829,0,-8352.876114551,44052.923051829,35700.046937278
429,"1",FALSE,53,"Graduate","H",0.059265966,0,-3003.082262356,-3734.624567352,-4567.6009041,92282.329130915,0,-11305.307733808,92282.329130915,80977.021397107
430,"1",FALSE,49,"HighSchoolOrCollege","C",0.949453894,0,-4296.094492572,-10168.716322059,-6493.7802761,29793.655059628,0,-20958.591090731,29793.655059628,8835.063968897
431,"1",FALSE,20,"HighSchoolOrCollege","E",0.420302416,0,-4653.829934515,-4783.48518082,-4822.7423543,36588.0616143322,0,-14260.057469635,36588.0616143322,22328.0041446972
432,"1",FALSE,26,"Bachelors","G",0.981851015,0,-3742.40593319,-6773.443997068,-5478.4660957,28942.5385019841,0,-15994.316025958,28942.5385019841,12948.2224760261
433,"1",FALSE,32,"Bachelors","G",0.000985,0,-3405.407416449,-43.59844597,-4583.136961,76312.581247063,0,-8032.142823419,76312.581247063,68280.438423644
434,"1",FALSE,25,"Bachelors","A",0.618031654,0,-3602.982325629,-6979.675905332,-4822.7423543,65690.211544988,0,-15405.400585261,65690.211544988,50284.810959727
435,"1",FALSE,27,"Low","C",0.725281643,0,-4150.779490215,-10285.19427674,-6493.7802761,23027.9357414,0,-20929.754043055,23027.9357414,2098.181698345
436,"1",FALSE,36,"HighSchoolOrCollege","J",0.949412047,0,-5240.116843566,-6196.642685373,-6895.6754724,23090.520159978,0,-18332.435001339,23090.520159978,4758.085158639
437,"1",FALSE,25,"HighSchoolOrCollege","G",0.450502705,0,-3411.06981303,-5337.31418792,-4843.8947336,36288.1980535311,0,-13592.27873455,36288.1980535311,22695.9193189811
438,"1",FALSE,43,"Graduate","D",0.63736647,0,-5137.805496303,-4639.670333279,-4949.6566275,46869.16600236,0,-14727.132457082,46869.16600236,32142.033545278
439,"1",FALSE,35,"HighSchoolOrCollege","I",0.930702522,0,-5661.503576158,-8325.003382181,-8989.7609685,32030.576450024,0,-22976.267926839,32030.576450024,9054.308523185
440,"1",FALSE,32,"HighSchoolOrCollege","H",0.049076886,0,-3144.663472653,-4239.709354262,-4614.2090761,44375.423016392,0,-11998.581903015,44375.423016392,32376.841113377
441,"1",FALSE,49,"HighSchoolOrCollege","C",0.800759302,0,-6889.067610867,-7374.829470607,-7574.1276741,23114.1078949,0,-21838.024755574,23114.1078949,1276.083139326
442,"1",FALSE,27,"Bachelors","J",0.523649971,0,-5007.0568706,-4835.92983843,-4949.6566275,60734.99841218,0,-14792.64333653,60734.99841218,45942.35507565
443,"1",FALSE,56,"HighSchoolOrCollege","F",0.758121962,0,-4970.037840244,-7576.595010349,-7783.5648046,23019.5768443,0,-20330.197655193,23019.5768443,2689.379189107
444,"1",FALSE,30,"Graduate","H",0.048951659,0,-3110.803084615,-1742.334142092,-4614.2090761,92191.7820569152,0,-9467.346302807,92191.7820569152,82724.4357541082
445,"1",FALSE,23,"Bachelors","B",0.496667064,0,-5329.822457684,-4924.766232409,-4949.6566275,58666.825726789,0,-15204.245317593,58666.825726789,43462.580409196
446,"1",FALSE,31,"Graduate","B",0.154285175,0,-3582.046230069,-3907.643451865,-4660.8172481,90128.088197534,0,-12150.506930034,90128.088197534,77977.5812675
447,"1",FALSE,49,"Graduate","G",0.689153128,0,-3412.716759008,-6022.947580629,-8394.0140986,44076.880793444,0,-17829.678438237,44076.880793444,26247.202355207
448,"1",FALSE,28,"Graduate","E",0.924288993,0,-3371.31341455,-6651.07107875,-7419.5013014,45725.417346355,529.96437869,-17441.8857947,46255.381725045,28813.495930345
449,"1",FALSE,41,"Graduate","H",0.392066569,0,-5335.877186918,-5093.139457188,-4949.6566275,43947.852125049,0,-15378.673271606,43947.852125049,28569.178853443
450,"1",FALSE,35,"HighSchoolOrCollege","A",0.504323829,0,-3272.130120236,-5725.325446834,-4964.872133,35124.9187112182,0,-13962.32770007,35124.9187112182,21162.5910111482
451,"1",FALSE,19,"HighSchoolOrCollege","G",0.164418633,0,-3109.094901637,-362.987006675,-6889.5369231,43104.027770867,0,-10361.618831412,43104.027770867,32742.408939455
452,"1",FALSE,18,"HighSchoolOrCollege","J",0.742684694,0,-5361.169221786,-5987.6215405,-5563.0756116,24811.710700608,0,-16911.866373886,24811.710700608,7899.844326722
453,"1",FALSE,35,"HighSchoolOrCollege","H",0.811967182,0,-3297.66781504,-7656.125212752,-5157.9710884,23084.7384453003,0,-16111.764116192,23084.7384453003,6972.9743291083
454,"1",FALSE,43,"Bachelors","B",0.249578287,0,-3197.092875572,-4353.283933286,-4660.8172481,72280.7480531639,0,-12211.194056958,72280.7480531639,60069.5539962059
455,"1",FALSE,49,"HighSchoolOrCollege","F",0.158418515,0,-3356.04678977,-4597.836029825,-4660.8172481,43227.220318934,0,-12614.700067695,43227.220318934,30612.520251239
456,"1",FALSE,25,"HighSchoolOrCollege","H",0.685091778,0,-5161.958273057,-5662.553369196,-6049.5803225,25110.401155222,0,-16874.091964753,25110.401155222,8236.309190469
457,"1",FALSE,57,"HighSchoolOrCollege","F",0.151671229,0,-3445.221046361,-1442.123784483,-4676.3533063,43153.911394568,0,-9563.698137144,43153.911394568,33590.213257424
458,"1",FALSE,24,"HighSchoolOrCollege","A",0.312528351,0,-3023.093444268,-4909.09112229,-4702.5704037,42686.341185394,0,-12634.754970258,42686.341185394,30051.586215136
459,"1",FALSE,18,"Bachelors","J",0.344762529,0,-5365.064111289,-5150.89843357,-4964.872133,58690.770908462,0,-15480.834677859,58690.770908462,43209.936230603
460,"1",FALSE,37,"Bachelors","J",0.969102133,0,-5201.228987766,-5749.006438897,-5650.2401131,31765.39539354,403.58857954,-16600.475539763,32168.98397308,15568.508433317
461,"1",FALSE,55,"Bachelors","D",0.302215803,0,-3597.909477045,-868.715171336,-5246.6515335,71989.38718865,0,-9713.276181881,71989.38718865,62276.111006769
462,"1",FALSE,60,"Low","H",0.773790326,0,-3688.080669704,-8980.199362933,-6811.0659578,22912.9033164,0,-19479.345990437,22912.9033164,3433.557325963
463,"1",FALSE,42,"Graduate","F",0.353252364,0,-5003.228396687,-4248.74054846,-5055.4185214,42378.154824523,0,-14307.387466547,42378.154824523,28070.767357976
464,"1",FALSE,31,"Graduate","C",0.923037343,0,-3708.158876238,-5593.182501794,-7208.5504236,41423.2287401219,514.89645882,-16509.891801632,41938.1251989419,25428.2333973099
465,"1",FALSE,29,"HighSchoolOrCollege","J",0.329111154,0,-3294.980452991,-405.875491931,-6693.6539644,42539.818865084,0,-10394.509909322,42539.818865084,32145.308955762
466,"1",FALSE,20,"HighSchoolOrCollege","I",0.191165293,0,-3168.42411307,-2896.655851122,-4707.4254214,42530.7337695101,0,-10772.505385592,42530.7337695101,31758.2283839181
467,"1",FALSE,38,"HighSchoolOrCollege","C",0.586290946,0,-4503.7491498,-6705.521604135,-5055.4185214,35068.5125468138,0,-16264.689275335,35068.5125468138,18803.8232714788
468,"1",FALSE,40,"HighSchoolOrCollege","J",0.45189519,0,-5153.668545151,-3876.682488231,-5076.5708994,34558.347874783,0,-14106.921932782,34558.347874783,20451.425942001
469,"1",FALSE,26,"Bachelors","H",0.554244414,0,-3603.77575605,-5519.648380216,-5097.7232787,58813.868689422,0,-14221.147414966,58813.868689422,44592.721274456
470,"1",FALSE,18,"HighSchoolOrCollege","J",0.679944615,0,-3410.737775445,-565.85949949,-4360.6442341,31867.046099358,581.41923127,-8337.241509035,32448.465330628,24111.223821593
